# exit
#x y z t Bx By Bz Ex Ey Ez
-35.611 -15.124 220.000 -32.197 -14.795 196.798 -0.000 0.010 -0.002 -13
-38.882 -16.623 240.000 -32.227 -14.720 196.796 -0.000 0.013 -0.003 -13
-42.159 -18.117 260.000 -32.290 -14.663 196.787 -0.000 0.017 -0.004 -13
-45.445 -19.605 280.000 -32.354 -14.630 196.775 -0.000 0.023 -0.006 -13
-48.746 -21.093 300.000 -32.615 -14.653 196.725 -0.000 0.030 -0.009 -13
-52.074 -22.586 320.000 -32.845 -14.731 196.676 -0.000 0.038 -0.011 -13
-55.431 -24.081 340.000 -33.205 -14.688 196.616 -0.000 0.049 -0.014 -13
-58.818 -25.583 360.000 -33.429 -14.771 196.567 -0.000 0.062 -0.018 -13
-62.240 -27.094 380.000 -33.879 -14.856 196.481 -0.000 0.076 -0.022 -13
-65.712 -28.606 400.000 -34.359 -14.924 196.388 -0.000 0.092 -0.026 -13
-69.223 -30.144 420.000 -34.666 -15.122 196.316 -0.001 0.112 -0.032 -13
-72.796 -31.687 440.000 -35.491 -15.190 196.159 -0.001 0.133 -0.040 -13
-76.454 -33.236 460.000 -36.283 -15.189 196.011 -0.001 0.159 -0.049 -13
-80.209 -34.787 480.000 -37.274 -15.208 195.818 -0.001 0.190 -0.062 -13
-84.085 -36.342 500.000 -38.580 -15.294 195.555 -0.001 0.229 -0.075 -13
-88.113 -37.912 520.000 -40.228 -15.355 195.215 -0.002 0.278 -0.088 -13
-92.334 -39.491 540.000 -42.140 -15.469 194.799 -0.002 0.334 -0.086 -13
-96.775 -41.088 560.000 -44.287 -15.620 194.305 -0.002 0.380 -0.064 -13
-101.466 -42.700 580.000 -46.711 -15.667 193.727 -0.002 0.403 -0.039 -13
-106.414 -44.337 600.000 -49.285 -15.856 193.070 -0.002 0.412 -0.021 -13
-111.657 -45.987 620.000 -51.793 -15.929 192.405 -0.002 0.415 -0.012 -13
-117.177 -47.646 640.000 -54.248 -15.942 191.722 -0.002 0.416 -0.007 -13
-122.972 -49.306 660.000 -56.668 -15.874 191.024 -0.001 0.416 -0.004 -13
-129.047 -50.968 680.000 -59.135 -15.788 190.276 -0.001 0.417 -0.003 -13
-135.412 -52.628 700.000 -61.698 -15.701 189.465 -0.001 0.418 -0.002 -13
-142.073 -54.288 720.000 -64.221 -15.670 188.621 -0.002 0.419 -0.002 -13
-149.026 -55.955 740.000 -66.669 -15.655 187.767 -0.002 0.419 -0.002 -13
-156.277 -57.631 760.000 -69.231 -15.700 186.831 -0.002 0.420 -0.001 -13
-163.844 -59.319 780.000 -71.750 -15.779 185.869 -0.002 0.421 -0.001 -13
-171.718 -61.018 800.000 -74.237 -15.728 184.889 -0.003 0.422 -0.001 -13
-179.904 -62.723 820.000 -76.725 -15.725 183.868 -0.004 0.423 -0.001 -13
-188.421 -64.444 840.000 -79.359 -15.831 182.733 -0.004 0.426 -0.001 -13
-197.282 -66.174 860.000 -81.984 -15.742 181.562 -0.006 0.429 -0.001 -13
-206.490 -67.915 880.000 -84.635 -15.785 180.335 -0.008 0.434 -0.001 -13
-216.050 -69.673 900.000 -87.217 -15.794 179.093 -0.010 0.442 -0.000 -13
-225.977 -71.442 920.000 -89.852 -15.849 177.775 -0.016 0.457 -0.000 -13
-236.285 -73.235 940.000 -92.629 -15.970 176.329 -0.032 0.484 -0.000 -13
-247.003 -75.070 960.000 -95.561 -16.318 174.723 -0.083 0.542 -0.003 -13
-257.951 -77.203 980.000 -88.656 -18.909 163.426 -0.281 0.428 0.001 -13
-268.553 -78.531 1000.000 -77.763 -11.930 132.439 -0.255 0.319 -0.000 -13
-279.702 -78.665 1020.000 -52.853 18.877 94.743 -0.206 0.276 0.000 -13
-296.276 -74.976 1040.000 -54.704 5.826 52.091 -0.159 0.247 0.000 -13
-317.836 -72.853 1060.000 -56.017 5.155 50.712 -0.125 0.215 0.000 -13
-8.751 5.141 0.000 23.660 -6.335 198.495 -0.000 -0.000 0.000 -13
-6.362 4.501 20.000 23.787 -6.301 198.476 0.000 -0.000 0.000 -13
-3.950 3.856 40.000 24.136 -6.581 198.422 0.000 0.000 0.000 -13
-1.527 3.194 60.000 23.952 -6.511 198.443 0.000 0.000 0.000 -13
0.885 2.537 80.000 23.886 -6.509 198.445 -0.000 0.001 0.000 -13
3.296 1.883 100.000 23.975 -6.480 198.433 -0.000 0.001 0.000 -13
5.712 1.228 120.000 23.925 -6.492 198.437 -0.000 0.002 0.000 -13
8.125 0.576 140.000 23.948 -6.471 198.431 0.000 0.003 0.000 -13
10.543 -0.085 160.000 23.978 -6.664 198.418 0.000 0.004 -0.000 -13
12.956 -0.756 180.000 23.885 -6.641 198.425 0.000 0.006 -0.000 -13
15.363 -1.432 200.000 23.819 -6.742 198.427 -0.000 0.007 -0.000 -13
17.763 -2.119 220.000 23.793 -6.837 198.421 0.000 0.010 -0.000 -13
20.157 -2.812 240.000 23.707 -6.885 198.426 0.000 0.013 -0.001 -13
22.538 -3.511 260.000 23.637 -6.926 198.430 -0.000 0.018 -0.001 -13
24.915 -4.211 280.000 23.492 -6.922 198.435 0.000 0.023 -0.001 -13
27.272 -4.899 300.000 23.493 -6.722 198.436 0.000 0.031 -0.002 -13
29.624 -5.577 320.000 23.178 -6.690 198.471 -0.000 0.040 -0.003 -13
31.947 -6.254 340.000 22.896 -6.727 198.499 0.000 0.050 -0.004 -13
34.234 -6.930 360.000 22.511 -6.722 198.540 0.000 0.063 -0.005 -13
36.476 -7.612 380.000 22.041 -6.737 198.590 0.000 0.078 -0.006 -13
38.682 -8.290 400.000 21.648 -6.669 198.632 0.000 0.095 -0.008 -13
40.830 -8.963 420.000 20.939 -6.687 198.705 0.000 0.115 -0.010 -13
42.900 -9.630 440.000 20.171 -6.579 198.784 0.000 0.139 -0.012 -13
44.886 -10.291 460.000 19.298 -6.601 198.864 0.000 0.166 -0.016 -13
46.772 -10.956 480.000 18.163 -6.581 198.969 0.000 0.199 -0.019 -13
48.533 -11.618 500.000 16.799 -6.607 199.083 0.000 0.237 -0.024 -13
50.143 -12.281 520.000 15.184 -6.603 199.210 0.000 0.279 -0.026 -13
51.582 -12.945 540.000 13.469 -6.634 199.329 0.000 0.322 -0.026 -13
52.830 -13.612 560.000 11.430 -6.660 199.452 0.000 0.358 -0.021 -13
53.875 -14.258 580.000 9.401 -6.245 199.567 0.000 0.383 -0.014 -13
54.702 -14.889 600.000 7.129 -6.326 199.656 0.000 0.398 -0.009 -13
55.292 -15.519 620.000 4.679 -6.301 199.727 0.000 0.407 -0.005 -13
55.640 -16.150 640.000 2.237 -6.312 199.763 0.000 0.412 -0.003 -13
55.738 -16.786 660.000 -0.297 -6.387 199.770 0.000 0.414 -0.002 -13
55.587 -17.422 680.000 -2.722 -6.340 199.750 0.000 0.416 -0.001 -13
55.191 -18.056 700.000 -5.103 -6.324 199.683 0.000 0.417 -0.001 -13
54.556 -18.686 720.000 -7.588 -6.286 199.599 0.000 0.418 -0.001 -13
53.667 -19.319 740.000 -10.180 -6.329 199.477 0.000 0.418 -0.001 -13
52.517 -19.952 760.000 -12.729 -6.348 199.327 0.000 0.419 -0.000 -13
51.112 -20.585 780.000 -15.252 -6.258 199.150 0.000 0.419 -0.000 -13
49.457 -21.221 800.000 -17.739 -6.378 198.936 0.000 0.420 -0.000 -13
47.544 -21.864 820.000 -20.306 -6.406 198.684 0.000 0.420 -0.000 -13
45.376 -22.507 840.000 -22.776 -6.361 198.415 0.000 0.420 -0.000 -13
42.957 -23.150 860.000 -25.215 -6.351 198.116 0.000 0.420 -0.000 -13
40.277 -23.794 880.000 -27.837 -6.467 197.758 0.000 0.421 -0.000 -13
37.323 -24.452 900.000 -30.455 -6.523 197.365 0.000 0.421 -0.000 -13
34.109 -25.116 920.000 -32.933 -6.585 196.961 0.000 0.421 -0.000 -13
30.633 -25.780 940.000 -35.461 -6.522 196.519 0.000 0.421 -0.000 -13
26.890 -26.442 960.000 -38.024 -6.487 196.037 0.000 0.421 -0.000 -13
22.878 -27.097 980.000 -40.522 -6.362 195.537 0.000 0.421 -0.000 -13
18.598 -27.749 1000.000 -43.037 -6.367 194.996 0.000 0.421 -0.000 -13
14.045 -28.399 1020.000 -45.574 -6.352 194.415 0.000 0.421 0.000 -13
9.213 -29.051 1040.000 -48.175 -6.293 193.785 0.000 0.421 0.000 -13
4.101 -29.699 1060.000 -50.736 -6.222 193.129 0.000 0.421 0.000 -13
-1.293 -30.344 1080.000 -53.235 -6.237 192.450 -0.000 0.421 0.000 -13
-6.961 -30.996 1100.000 -55.702 -6.213 191.747 -0.000 0.421 0.000 -13
-12.876 -31.625 1120.000 -57.575 -5.851 191.201 -0.000 0.421 0.000 -13
-19.036 -32.241 1140.000 -59.976 -5.917 190.456 -0.000 0.421 0.000 -13
-25.479 -32.867 1160.000 -62.465 -5.968 189.649 -0.000 0.420 0.000 -13
-32.222 -33.499 1180.000 -65.093 -5.995 188.759 -0.000 0.420 0.000 -13
-39.269 -34.141 1200.000 -67.552 -6.291 187.881 -0.000 0.420 0.001 -13
-46.610 -34.808 1220.000 -69.970 -6.220 186.993 -0.000 0.419 0.001 -13
-54.262 -35.463 1240.000 -72.611 -6.081 185.983 -0.000 0.419 0.001 -13
-62.215 -36.092 1260.000 -74.821 -5.393 185.121 -0.000 0.419 0.001 -13
-70.458 -36.675 1280.000 -77.369 -5.422 184.065 -0.000 0.418 0.001 -13
-79.024 -37.263 1300.000 -79.878 -5.371 182.987 -0.000 0.417 0.002 -13
-87.924 -37.855 1320.000 -82.440 -5.393 181.843 -0.001 0.417 0.002 -13
-97.153 -38.450 1340.000 -84.886 -5.352 180.710 -0.001 0.416 0.004 -13
-106.718 -39.051 1360.000 -87.406 -5.435 179.499 -0.001 0.414 0.006 -13
-116.632 -39.661 1380.000 -89.914 -5.361 178.241 -0.002 0.412 0.011 -13
-126.896 -40.261 1400.000 -92.364 -5.260 176.980 -0.003 0.408 0.021 -13
-137.508 -40.854 1420.000 -94.756 -5.240 175.706 -0.004 0.399 0.038 -13
-148.466 -41.442 1440.000 -97.050 -5.052 174.449 -0.005 0.378 0.065 -13
-159.762 -42.008 1460.000 -99.259 -4.706 173.204 -0.007 0.332 0.093 -13
-171.374 -42.555 1480.000 -101.134 -4.615 172.114 -0.008 0.270 0.099 -13
-183.248 -43.082 1500.000 -102.620 -4.422 171.226 -0.009 0.217 0.088 -13
-195.332 -43.589 1520.000 -103.744 -4.256 170.548 -0.009 0.177 0.074 -13
-207.579 -44.078 1540.000 -104.709 -4.056 169.958 -0.009 0.145 0.061 -13
-219.968 -44.543 1560.000 -105.486 -3.852 169.477 -0.008 0.119 0.050 -13
-232.473 -44.970 1580.000 -106.162 -3.463 169.058 -0.008 0.097 0.042 -13
-245.086 -45.367 1600.000 -106.742 -3.310 168.692 -0.007 0.078 0.036 -13
-257.776 -45.751 1620.000 -107.138 -3.107 168.440 -0.006 0.062 0.031 -13
-270.522 -46.115 1640.000 -107.426 -3.060 168.251 -0.005 0.049 0.027 -13
-283.317 -46.481 1660.000 -107.703 -3.079 168.066 -0.005 0.036 0.023 -13
-296.157 -46.837 1680.000 -107.957 -2.883 167.901 -0.004 0.026 0.019 -13
-309.026 -47.176 1700.000 -108.086 -2.762 167.817 -0.004 0.018 0.014 -13
-321.914 -47.507 1720.000 -108.123 -2.805 167.787 -0.003 0.012 0.010 -13
-334.806 -47.844 1740.000 -108.117 -2.797 167.785 -0.002 0.008 0.007 -13
-347.709 -48.173 1760.000 -108.272 -2.749 167.680 -0.002 0.005 0.005 -13
-360.623 -48.501 1780.000 -108.315 -2.621 167.639 -0.001 0.003 0.004 -13
-373.555 -48.820 1800.000 -108.409 -2.722 167.574 -0.001 0.002 0.003 -13
-10.172 3.711 0.000 -10.186 -2.843 199.720 -0.000 -0.000 0.000 -13
-11.190 3.423 20.000 -10.128 -2.913 199.720 -0.000 -0.000 0.000 -13
-12.202 3.134 40.000 -10.072 -2.874 199.720 0.000 0.000 0.000 -13
-13.212 2.849 60.000 -10.114 -2.841 199.715 0.000 0.000 0.000 -13
-14.222 2.566 80.000 -10.089 -2.795 199.711 0.000 0.001 0.000 -13
-15.226 2.280 100.000 -9.973 -2.881 199.713 0.000 0.001 0.000 -13
-16.233 1.984 120.000 -10.168 -3.054 199.680 0.000 0.002 0.000 -13
-17.249 1.679 140.000 -10.139 -3.049 199.678 0.000 0.003 0.000 -13
-18.251 1.363 160.000 -9.936 -3.188 199.683 0.000 0.004 0.000 -13
-19.251 1.040 180.000 -10.025 -3.232 199.673 0.000 0.006 0.000 -13
-20.248 0.715 200.000 -9.949 -3.290 199.672 -0.000 0.007 0.000 -13
-21.245 0.386 220.000 -9.949 -3.291 199.668 0.000 0.010 0.000 -13
-22.246 0.054 240.000 -10.026 -3.274 199.656 0.000 0.013 0.000 -13
-23.258 -0.277 260.000 -10.157 -3.281 199.645 0.000 0.018 -0.000 -13
-24.285 -0.609 280.000 -10.326 -3.351 199.632 -0.000 0.023 -0.000 -13
-25.332 -0.947 300.000 -10.527 -3.386 199.618 -0.000 0.031 -0.000 -13
-26.390 -1.285 320.000 -10.631 -3.372 199.606 0.000 0.040 -0.001 -13
-27.468 -1.621 340.000 -10.900 -3.306 199.590 -0.000 0.051 -0.001 -13
-28.577 -1.953 360.000 -11.224 -3.322 199.569 -0.000 0.063 -0.001 -13
-29.724 -2.281 380.000 -11.656 -3.258 199.534 -0.000 0.078 -0.002 -13
-30.918 -2.600 400.000 -12.219 -3.107 199.500 -0.000 0.096 -0.003 -13
-32.159 -2.914 420.000 -12.658 -3.193 199.469 -0.000 0.116 -0.003 -13
-33.471 -3.235 440.000 -13.540 -3.187 199.408 -0.000 0.139 -0.004 -13
-34.874 -3.559 460.000 -14.479 -3.235 199.337 -0.000 0.167 -0.005 -13
-36.379 -3.889 480.000 -15.568 -3.328 199.252 -0.000 0.200 -0.007 -13
-38.006 -4.222 500.000 -16.880 -3.332 199.138 -0.000 0.238 -0.008 -13
-39.780 -4.559 520.000 -18.480 -3.365 198.993 -0.000 0.279 -0.010 -13
-41.723 -4.896 540.000 -20.202 -3.312 198.824 -0.000 0.321 -0.010 -13
-43.856 -5.230 560.000 -22.245 -3.355 198.601 -0.000 0.356 -0.008 -13
-46.210 -5.568 580.000 -24.543 -3.378 198.324 -0.000 0.381 -0.006 -13
-48.801 -5.906 600.000 -26.838 -3.269 198.025 -0.000 0.397 -0.004 -13
-51.640 -6.240 620.000 -29.342 -3.357 197.658 -0.000 0.406 -0.002 -13
-54.740 -6.580 640.000 -31.864 -3.365 197.262 -0.000 0.411 -0.001 -13
-58.097 -6.924 660.000 -34.330 -3.395 196.845 -0.000 0.414 -0.001 -13
-61.714 -7.270 680.000 -36.757 -3.417 196.404 -0.000 0.416 -0.001 -13
-65.572 -7.618 700.000 -38.994 -3.364 195.970 -0.000 0.417 -0.000 -13
-69.684 -7.964 720.000 -41.502 -3.403 195.448 -0.000 0.418 -0.000 -13
-74.064 -8.315 740.000 -43.963 -3.479 194.902 -0.000 0.418 -0.000 -13
-78.714 -8.672 760.000 -46.556 -3.515 194.283 -0.000 0.419 -0.000 -13
-83.647 -9.036 780.000 -49.105 -3.541 193.650 -0.000 0.419 -0.000 -13
-88.852 -9.399 800.000 -51.520 -3.490 193.020 -0.000 0.419 -0.000 -13
-94.328 -9.765 820.000 -53.941 -3.515 192.355 -0.000 0.420 -0.000 -13
-100.078 -10.129 840.000 -56.494 -3.469 191.618 -0.000 0.420 -0.000 -13
-106.120 -10.491 860.000 -58.982 -3.469 190.862 -0.000 0.420 -0.000 -13
-112.445 -10.857 880.000 -61.493 -3.457 190.065 -0.000 0.420 -0.000 -13
-119.055 -11.223 900.000 -63.863 -3.462 189.277 -0.000 0.420 -0.000 -13
-125.949 -11.588 920.000 -66.350 -3.469 188.415 -0.000 0.420 -0.000 -13
-133.145 -11.950 940.000 -68.907 -3.399 187.493 -0.000 0.420 -0.000 -13
-140.645 -12.314 960.000 -71.404 -3.338 186.551 -0.001 0.420 -0.000 -13
-148.456 -12.662 980.000 -73.814 -3.006 185.611 -0.001 0.419 -0.000 -13
-156.566 -12.983 1000.000 -76.315 -2.998 184.592 -0.001 0.419 -0.000 -13
-164.997 -13.309 1020.000 -78.827 -2.967 183.529 -0.001 0.418 0.000 -13
-173.750 -13.634 1040.000 -81.345 -3.001 182.422 -0.002 0.417 0.000 -13
-182.821 -13.954 1060.000 -83.664 -2.742 181.371 -0.003 0.416 0.000 -13
-192.213 -14.257 1080.000 -86.090 -2.727 180.227 -0.004 0.414 0.000 -13
-201.940 -14.561 1100.000 -88.672 -2.776 178.965 -0.006 0.411 0.000 -13
-212.019 -14.871 1120.000 -91.080 -2.761 177.747 -0.008 0.406 0.000 -13
-222.439 -15.192 1140.000 -93.437 -2.875 176.514 -0.011 0.400 0.000 -13
-233.204 -15.525 1160.000 -95.814 -2.935 175.229 -0.016 0.390 0.000 -13
-244.337 -15.840 1180.000 -98.408 -2.558 173.788 -0.020 0.377 0.000 -13
-255.836 -16.142 1200.000 -100.658 -2.779 172.485 -0.025 0.360 0.000 -13
-267.670 -16.472 1220.000 -102.730 -2.906 171.252 -0.029 0.340 0.000 -13
-279.820 -16.826 1240.000 -104.653 -3.123 170.074 -0.032 0.316 0.001 -13
-292.275 -17.200 1260.000 -106.598 -3.252 168.854 -0.033 0.291 0.001 -13
-305.043 -17.603 1280.000 -108.304 -3.536 167.756 -0.033 0.266 0.001 -13
-318.079 -18.032 1300.000 -109.739 -3.704 166.812 -0.031 0.241 0.001 -13
-331.413 -18.482 1320.000 -112.485 -2.661 161.264 -0.030 0.217 0.002 -13
-345.981 -18.898 1340.000 -93.081 4.330 131.694 -0.027 0.192 0.002 -13
-359.085 -15.648 1360.000 -47.805 25.348 101.666 -0.021 0.172 0.002 -13
-5.699 6.262 0.000 -3.757 38.579 196.208 -0.000 -0.000 0.000 -13
-6.083 10.195 20.000 -3.755 38.569 196.207 0.000 -0.000 0.000 -13
-6.468 14.128 40.000 -3.754 38.618 196.194 0.000 0.000 0.000 -13
-6.863 18.054 60.000 -3.866 38.488 196.211 -0.000 0.000 0.000 -13
-7.258 21.978 80.000 -3.927 38.488 196.206 0.000 0.001 0.000 -13
-7.662 25.905 100.000 -3.941 38.544 196.192 0.000 0.001 0.001 -13
-8.068 29.829 120.000 -4.030 38.430 196.208 0.000 0.002 0.001 -13
-8.486 33.746 140.000 -4.080 38.484 196.194 0.000 0.003 0.002 -13
-8.897 37.668 160.000 -3.998 38.416 196.206 0.000 0.003 0.002 -13
-9.307 41.578 180.000 -4.068 38.287 196.227 0.000 0.005 0.003 -13
-9.715 45.477 200.000 -3.865 38.200 196.243 -0.000 0.006 0.005 -13
-10.112 49.373 220.000 -3.899 38.235 196.232 0.000 0.008 0.007 -13
-10.510 53.268 240.000 -3.875 38.189 196.236 0.000 0.010 0.009 -13
-10.906 57.165 260.000 -3.897 38.241 196.223 0.000 0.013 0.013 -13
-11.307 61.066 280.000 -4.001 38.290 196.209 0.000 0.016 0.018 -13
-11.723 64.967 300.000 -4.085 38.279 196.205 0.000 0.021 0.026 -13
-12.145 68.867 320.000 -4.173 38.260 196.205 0.000 0.029 0.034 -13
-12.572 72.770 340.000 -4.181 38.395 196.176 0.000 0.039 0.043 -13
-13.008 76.684 360.000 -4.388 38.358 196.173 0.000 0.050 0.052 -13
-13.467 80.601 380.000 -4.565 38.495 196.138 0.000 0.062 0.061 -13
-13.940 84.530 400.000 -4.781 38.541 196.120 0.000 0.074 0.071 -13
-14.445 88.463 420.000 -5.147 38.613 196.093 0.000 0.087 0.081 -13
-14.999 92.403 440.000 -5.685 38.654 196.062 0.000 0.099 0.094 -13
-15.599 96.348 460.000 -6.140 38.679 196.041 0.000 0.111 0.112 -13
-16.258 100.297 480.000 -6.787 38.816 195.977 0.000 0.119 0.135 -13
-16.975 104.264 500.000 -7.255 38.914 195.927 0.000 0.121 0.168 -13
-16.828 108.030 520.000 8.210 26.472 178.104 0.000 0.105 0.210 -13
-15.437 109.767 540.000 14.785 15.359 149.407 0.001 0.047 0.253 -13
-14.122 112.331 560.000 3.727 8.280 113.026 0.000 0.000 0.000 -13
1.178 -3.602 0.000 53.992 6.053 192.479 -0.000 -0.000 -0.000 -13
6.787 -2.976 20.000 53.972 6.015 192.484 0.000 -0.000 -0.000 -13
12.395 -2.352 40.000 53.970 6.028 192.479 0.000 0.000 -0.000 -13
18.002 -1.729 60.000 53.953 5.974 192.482 0.000 0.000 -0.000 -13
23.612 -1.108 80.000 53.984 6.039 192.468 0.000 0.001 -0.000 -13
29.218 -0.491 100.000 53.835 5.830 192.477 -0.000 0.001 -0.000 -13
34.818 0.116 120.000 53.864 5.864 192.465 -0.000 0.002 0.000 -13
40.414 0.721 140.000 53.811 5.773 192.479 -0.000 0.003 0.000 -13
46.009 1.322 160.000 53.852 5.832 192.460 -0.000 0.004 0.000 -13
51.602 1.930 180.000 53.776 5.864 192.477 -0.000 0.005 0.000 -13
57.186 2.540 200.000 53.745 5.894 192.482 -0.000 0.007 0.000 -13
62.769 3.156 220.000 53.716 5.920 192.488 -0.000 0.010 0.000 -13
68.340 3.765 240.000 53.466 5.732 192.548 -0.000 0.013 0.001 -13
73.890 4.355 260.000 53.349 5.664 192.579 -0.000 0.017 0.001 -13
79.423 4.942 280.000 53.221 5.628 192.613 -0.000 0.023 0.002 -13
84.944 5.518 300.000 53.102 5.527 192.638 -0.000 0.030 0.002 -13
90.446 6.093 320.000 52.883 5.578 192.692 -0.000 0.039 0.003 -13
95.927 6.674 340.000 52.748 5.579 192.726 -0.000 0.050 0.004 -13
101.380 7.255 360.000 52.376 5.676 192.822 -0.000 0.062 0.005 -13
106.794 7.844 380.000 51.980 5.666 192.926 -0.000 0.077 0.006 -13
112.156 8.428 400.000 51.502 5.488 193.053 -0.000 0.094 0.008 -13
117.460 8.994 420.000 50.905 5.495 193.207 -0.000 0.113 0.010 -13
122.690 9.565 440.000 50.179 5.532 193.392 -0.001 0.136 0.012 -13
127.834 10.133 460.000 49.278 5.446 193.623 -0.001 0.164 0.015 -13
132.871 10.692 480.000 48.325 5.385 193.850 -0.001 0.195 0.019 -13
137.796 11.238 500.000 47.163 5.286 194.134 -0.001 0.233 0.022 -13
142.573 11.783 520.000 45.615 5.160 194.504 -0.001 0.274 0.025 -13
147.167 12.312 540.000 43.848 5.127 194.907 -0.002 0.316 0.024 -13
151.565 12.834 560.000 41.888 5.082 195.335 -0.002 0.351 0.020 -13
155.742 13.356 580.000 39.736 5.060 195.782 -0.002 0.376 0.014 -13
159.678 13.870 600.000 37.416 5.045 196.236 -0.002 0.392 0.009 -13
163.364 14.379 620.000 34.991 4.915 196.684 -0.002 0.401 0.005 -13
166.793 14.881 640.000 32.511 4.970 197.106 -0.002 0.406 0.003 -13
169.973 15.388 660.000 30.164 5.022 197.474 -0.002 0.409 0.002 -13
172.901 15.895 680.000 27.681 4.967 197.833 -0.003 0.411 0.001 -13
175.577 16.391 700.000 25.300 4.878 198.151 -0.003 0.412 0.001 -13
178.007 16.884 720.000 22.944 4.887 198.435 -0.003 0.413 0.001 -13
180.191 17.374 740.000 20.417 4.841 198.708 -0.003 0.414 0.001 -13
182.118 17.862 760.000 17.903 4.839 198.948 -0.003 0.414 0.001 -13
183.788 18.341 780.000 15.322 4.689 199.158 -0.004 0.414 0.000 -13
185.203 18.806 800.000 12.878 4.684 199.329 -0.004 0.415 0.000 -13
186.357 19.280 820.000 10.246 4.772 199.473 -0.004 0.415 0.000 -13
187.261 19.755 840.000 7.750 4.744 199.583 -0.004 0.415 0.000 -13
187.914 20.226 860.000 5.233 4.646 199.662 -0.005 0.415 0.000 -13
188.312 20.692 880.000 2.757 4.649 199.708 -0.005 0.415 0.000 -13
188.464 21.165 900.000 0.304 4.785 199.721 -0.005 0.416 0.000 -13
188.365 21.639 920.000 -2.281 4.650 199.707 -0.005 0.416 0.000 -13
188.012 22.107 940.000 -4.746 4.718 199.659 -0.005 0.416 0.000 -13
187.408 22.579 960.000 -7.322 4.783 199.571 -0.005 0.416 0.000 -13
186.543 23.061 980.000 -9.925 4.814 199.455 -0.005 0.417 0.000 -13
185.421 23.545 1000.000 -12.372 4.765 199.314 -0.005 0.417 -0.000 -13
184.053 24.022 1020.000 -14.871 4.720 199.141 -0.005 0.417 -0.000 -13
182.426 24.499 1040.000 -17.483 4.731 198.927 -0.004 0.417 -0.000 -13
180.541 24.979 1060.000 -19.996 4.778 198.686 -0.004 0.418 -0.000 -13
178.401 25.426 1080.000 -22.476 4.421 198.427 -0.004 0.418 -0.000 -13
176.006 25.868 1100.000 -24.969 4.299 198.128 -0.004 0.418 -0.000 -13
173.363 26.307 1120.000 -27.369 4.410 197.803 -0.003 0.418 -0.000 -13
170.455 26.759 1140.000 -29.947 4.530 197.421 -0.003 0.418 -0.000 -13
167.293 27.219 1160.000 -32.413 4.546 197.028 -0.003 0.418 -0.000 -13
163.858 27.680 1180.000 -35.110 4.533 196.561 -0.002 0.418 -0.000 -13
160.148 28.143 1200.000 -37.708 4.543 196.073 -0.002 0.418 -0.001 -13
156.164 28.605 1220.000 -40.259 4.512 195.563 -0.002 0.418 -0.001 -13
151.919 29.065 1240.000 -42.631 4.449 195.057 -0.002 0.418 -0.001 -13
147.417 29.513 1260.000 -45.089 4.376 194.489 -0.002 0.417 -0.001 -13
142.645 29.963 1280.000 -47.562 4.357 193.897 -0.001 0.417 -0.001 -13
137.601 30.416 1300.000 -50.117 4.407 193.241 -0.001 0.416 -0.002 -13
132.280 30.872 1320.000 -52.555 4.370 192.592 -0.001 0.415 -0.002 -13
126.680 31.322 1340.000 -55.101 4.304 191.875 -0.001 0.414 -0.003 -13
120.790 31.768 1360.000 -57.626 4.224 191.130 -0.001 0.412 -0.006 -13
114.616 32.208 1380.000 -60.150 4.154 190.349 -0.001 0.410 -0.010 -13
108.157 32.641 1400.000 -62.533 4.056 189.578 -0.002 0.404 -0.018 -13
101.424 33.054 1420.000 -64.912 3.861 188.778 -0.002 0.393 -0.032 -13
94.411 33.462 1440.000 -67.160 3.847 187.985 -0.002 0.371 -0.052 -13
87.133 33.861 1460.000 -69.317 3.577 187.203 -0.002 0.330 -0.071 -13
79.606 34.235 1480.000 -71.252 3.409 186.475 -0.001 0.278 -0.078 -13
71.862 34.582 1500.000 -72.829 3.062 185.845 -0.001 0.230 -0.072 -13
63.939 34.896 1520.000 -74.140 2.776 185.326 -0.001 0.191 -0.062 -13
55.874 35.189 1540.000 -75.168 2.647 184.911 -0.001 0.159 -0.052 -13
47.686 35.474 1560.000 -76.188 2.704 184.489 -0.000 0.133 -0.044 -13
39.312 35.783 1580.000 -77.542 2.782 183.919 -0.000 0.110 -0.038 -13
30.842 36.073 1600.000 -78.091 2.562 183.685 -0.000 0.091 -0.033 -13
22.309 36.349 1620.000 -78.524 2.501 183.496 -0.000 0.075 -0.029 -13
13.725 36.618 1640.000 -78.852 2.469 183.351 -0.000 0.060 -0.025 -13
5.103 36.888 1660.000 -79.208 2.468 183.194 -0.000 0.047 -0.022 -13
-3.564 37.160 1680.000 -79.528 2.510 183.050 0.000 0.037 -0.018 -13
-12.276 37.426 1700.000 -79.768 2.381 182.942 0.000 0.028 -0.015 -13
-21.004 37.687 1720.000 -79.892 2.376 182.882 0.000 0.021 -0.012 -13
-29.747 37.942 1740.000 -79.988 2.327 182.838 0.000 0.015 -0.009 -13
-38.505 38.190 1760.000 -80.087 2.230 182.791 0.000 0.012 -0.007 -13
-47.265 38.430 1780.000 -80.099 2.183 182.781 0.000 0.009 -0.005 -13
-56.028 38.676 1800.000 -80.135 2.289 182.759 0.000 0.006 -0.004 -13
5.327 -3.892 0.000 2.157 35.906 196.739 -0.000 -0.000 -0.000 -13
